question,1,2,3,4,answer
Please omit incidental  details when you report the findings revealed at the symposium.,decreased ,insufficient,incidental ,prerequisite,incidental 
"Although  the concert finished late, the audience still clamored for more. ",Nevertheless,Still,Although ,However,Although 
Students can enroll  in the university’s education program starting July 6th.,enroll ,admit ,apply ,subscribe,enroll 
Several minor  errors with the new software delayed the release date by two months.,overdue,minor ,reliable ,rapid,minor 
Mr. Leavenworth sought free legal advice online before consulting with his own lawyers. ,to consult ,consults,consulted ,consulting,consulting
"Since the invention of seat belts, certain automobile fatalities are now often preventable. ",preventability ,prevention,preventing ,preventable,preventable
Customers at Prussian Blue Books are reminded to keep their receipt as  proof of purchase when they place an order. ,off ,except ,as ,though,as 
Please notify  Ms. Condell that no one has received their paychecks yet.,accept,notify ,deliver ,present,notify 
"Employees on official business are offered reimbursement  for any expenses incurred for meals related to workshops, business meetings, or company-related events.",investment ,dimension,reimbursement ,expenditure,reimbursement 
Customers are advised to double-check their orders to ensure that they will be sent to the correct address.,until,upon ,among ,to,to
"Were I rich, I could travel around the world.",Was,Were,Did,Should,Were
I could hardly  see the flowers because they were covered with so many butterflies.,nearly,almost,nor,hardly ,hardly 
She is the most attractive  woman that I've ever met.,attract,attracted,attractive ,attraction,attractive 
I'm writing to you because we at M. K. Men's Clothing Company are soliciting information we can use to  A  the services we provide to valued customers like you.  ,improve ,evolve ,approve ,revolve, A 
"I commend you for your early attention to these details. As always, feel free to call  me with any questions.",call,to call ,calling ,calls,to call 
"Since she’s running late for her  meeting downtown, Ms. Joyce will have to catch a taxi.",she,her ,hers ,herself ,her 
"As all our locations are individually owned and operated, prices will vary from  location to location.",on ,from ,by ,in ,from 
The document to be  copied has already been taken to the office by Ms. McCluskey.,is ,was ,to be ,has been ,to be 
"The secretary, Ms. Lucy Tran, has been working since  7 a.m. at responding to e-mails.",until ,since ,about ,at ,since 
Our aim is to focus on customers' needs and satisfaction by consistently  introducing exceptional goods.,consist,consistently ,consistent ,consisting,consistently 
An investment that  gradually increases in value over the years can be more profitable than more short-term alternatives.,that,they ,what ,when,that 
Dr. Elizabeth Kay was by herself  until the arrival of Dr. Ian DeSilva at 8:30 a.m.,her,herself ,she ,hers,herself 
Dr. Ketterley is a highly  regarded professor of philosophy as well as a skilled orator.,largely,luckily ,gracefully ,highly ,highly 
"If he had tried  harder last week, he would have passed the exam.",tried ,should,tries,had tried ,had tried 
I don't know whether  he will come to our party or not. ,that,whether ,which,when,whether 
"Unless you leave right away, you will be late for your work.",Should,Were,If,Unless,Unless
The speed limit on this road is 70 miles an hour. ,a,an,the,half an,an
"If you have any questions, talk to one of the managers at the firm.",the managers,managers,manager,a manager,the managers
The modern art museum is located only 5 minutes' away by bus . ,by the buses,by a bus,by buses,by bus,by bus
"Hundreds of years ago, the idea that the earth was round was largely theoretical.",idea,the idea,an idea,ideas,the idea
"After thoroughly reviewing your proposal, we are confused about a few terms and conditions.",confusing,confused,confusion,to confuse,confused
