question,1,2,3,4,answer
Passengers _ flights were delayed last night were given meal vouchers and hotel accommodations. ,that ,whom ,who ,whose,whose
"During the workshop on composing musical forms, participants were asked to listen to a classical composition _ and to take note of its arrangement. ",dependably ,explicitly ,compactly ,attentively,attentively
"If you are planning to relocate, please follow the _ for telephone line cancellation specified on the reverse side of your copy of the contract. ",accomplishment ,procedure ,dictation ,procurement,procedure 
Licensed accountants with adequate work experience and _ academic records are preferred for this position. ,excelled ,excelling ,excel ,excellent,excellent
The booming real estate industry in the provinces _ the size of agricultural lands to shrink over the past years. ,is caused ,has caused ,causing ,causes,has caused 
"For this week only, Optical Station on Main Avenue is offering a 20 percent discount to customers _ a pair of eyeglasses or a set of contact lenses. ",purchasing ,purchased ,purchase ,purchaser,purchasing 
"Rivettes, a _ dealer of home and office furniture in Southeast Asia, is expanding into the United States. ",lead,leading ,leadership ,leader,leading 
The Laotian government has a 4-month timetable to complete the renovation of the National Convention Hall in _ for the international business summit. ,prepares ,prepared ,preparedness ,preparation,preparation
"Rose suggested sealing all the application forms in one red envelope, so that the manager may identify them _ . ",firmly ,frankly ,easily ,extremely,easily 
"Books and magazines purchased through the Books Online website may be paid for _ credit card, bank transfer or electronic fund remittance. ",as ,to ,by ,of ,by 
Cashiers and salespeople _ worked during the weekend sale received cash incentives from the store’s management. ,who,whose ,which ,whatever,who 
Included with your order is an invoice detailing the quantity and cost of each item ordered and the total shipping and delivery _ for the package.,charges ,concessions ,commitments ,duties,charges 
Prices of fruits and vegetables _ stable since the government provided subsidies to farmers. ,remain,have remained ,remained ,will remain,have remained 
"The executive director mislaid his handwritten speech, but a cleaning woman _ the missing draft in the conference room. ",finding,found ,to find ,find,found 
"Despite his limited work experience, Justin’s _ determination to acquire the needed knowledge and skills has helped him gain recognition. ",normal ,demanding ,temporary ,strong,strong
"After _ analyzing the experiment results, the scientists are now ready to draw conclusions from the study. ",carefully ,careful ,care ,cares,carefully 
"According to the Transport Bureau, many traffic rules have been _ by motorists over the past years. ",dedicated ,pretended ,ignored ,digested,ignored 
Century Technology Industries has become increasingly _ on issuing stock and obtaining foreign investments to raise capital for continued expansion. ,depend ,dependent ,dependency ,depends,dependent 
The customers' personal information is _ by the website and stored in a database on a company server. ,collected,collecting ,to collect ,collect,collected 
The government has set the end of the month as the _ for applying for inexpensive health care. ,margin,terminal ,limitation ,deadline,deadline
The author of the best-selling detective fiction series _ his last novel to an individual that no one knew. ,focused,apportioned ,dedicated ,proclaimed,dedicated 
Fixmate Hardware signed consignment _ with a natural stone supplier and two bathroom fixture manufacturers. ,explorations ,schedules ,posters ,agreements,agreements
Property developers are _ to hire new employees due to the industry’s slow growth in the last two quarters. ,hesitated ,hesitation ,hesitant ,hesitate,hesitant 
The board _ appointing a temporary head after the sudden resignation of the company director. ,recommendation,recommended ,to recommend ,recommend,recommended 
"After a short _ , the radio announcer resumed giving updates on the results of the national election. ",standstill ,vacancy ,interval ,extent ,interval 
It will take a few months before the company can integrate networking solutions _ its regular services. ,toward,along ,beyond ,into,into
"The _ tablet device from Wickworks Company has improved in appearance, but its functions are unchanged. ",late,later ,lately ,latest,latest
Almost all of the major companies in the region plan on _ to the relief efforts in the hurricane-stricken area. ,contributes,contribute ,contributing ,contributed,contributing 
The laboratory returned the shipment _ the purchasing officer discovered that the wrong items had been sent. ,until,when ,although ,whether,when 
The winners of the photojournalism contest said that their _ were taken with the newest camera equipment. ,photographs,photographer ,photography ,photographed,photographs 
A(n) _ of seasonal fruits and vegetables is on display in the supermarket's produce section. ,designation,duration ,selection ,asset,selection 
Neil Torres considers himself _ to be one of the few selected to transfer to the company's new overseas branch. ,wealthy,temperate ,fortunate ,incidental,fortunate 
"Due to the prevalence of bag snatching cases in the mall, shoppers are advised to _ an eye on their bags and other personal belongings. ",enjoy ,have ,control ,keep,keep
